PLAZA,CR TIENDA,DESC_TIENDA,MONTO SIN IMPUESTOS ,MONTO CON IMPUESTOS 
10QRI San JuandelRio,50SR0,Granjeno QRF,350,414.75
10QRI San JuandelRio,50T6I,La Fuente QRF,50,59.25
10QRI San JuandelRio,50TEO,Paseo Piedad QRF,100,118.5
10QRI San JuandelRio,50TN0,Industrial Marquez QRF,100,118.5
10QRI San JuandelRio,50UGE,Paseo Marques QRF,50,59.25
10QRI San JuandelRio,50UXH,Gasca QRF,100,118.5
10QRI San JuandelRio,50VP9,Blacky 1 QRF,100,118.5
10QRI San JuandelRio,50VZL,Vergel QRF,50,59.25
10QRI San JuandelRio,50W95,Santa Lucia QRF,50,59.25
10QRI San JuandelRio,50WRJ,La Mora QRF,200,237
10QRI San JuandelRio,50XAF,Petroqro QRF,50,59.25
10QRI San JuandelRio,50YFS,Plaza Krystal QRF,50,59.25
10QRI San JuandelRio,50YGD,Montes QRF,200,237
10QRI San JuandelRio,50Z3T,Parques QRF,200,237
10QRI San JuandelRio,56ABD,Milenium QRF,45,53.325
10QRI San JuandelRio,56QMP,Mat. PanamericanoQRF,50,59.25
10TIJ Ensenada,500GC,Panama TIJ,50,59.25
10TIJ Ensenada,5014V,Plan de Ayala TIJ,50,59.25
10TIJ Ensenada,5019T,Efeso TIJ,400,474
10TIJ Ensenada,502FG,Rocamar TIJ,270,319.95
10TIJ Ensenada,502Y0,Micros TIJ,200,237
10TIJ Ensenada,502ZX,Obeso TIJ,50,59.25
10TIJ Ensenada,503IH,Abigail TIJ,90,106.65
10TIJ Ensenada,503UT,Bustamante TIJ,100,118.5
10TIJ Ensenada,504IZ,Fisher TIJ,100,118.5
10TIJ Ensenada,50593,Lopez TIJ,150,177.75
10TIJ Ensenada,505AZ,Bonita TIJ,300,355.5
10TIJ Ensenada,505D0,Ortiz TIJ,50,59.25
10TIJ Ensenada,507CT,Cibolas TIJ,50,59.25
10TIJ Ensenada,507CU,Golfo TIJ,50,59.25
10TIJ Ensenada,508XL,Etiopia TIJ,100,118.5
10TIJ Ensenada,50A7M,San Pedro Martir TIJ,400,474
10TIJ Ensenada,50AFZ,Maderero TIJ,50,59.25
10TIJ Ensenada,50AGH,Alvarado TIJ,300,355.5
10TIJ Ensenada,50BAP,Punta Banda TIJ,50,59.25
10TIJ Ensenada,50BFI,Bonfil TIJ,400,474
10TIJ Ensenada,50BGH,Balboa TIJ,100,118.5
10TIJ Ensenada,50BQH,Estero Beach TIJ,225,266.625
10TIJ Ensenada,50BVH,Avante TIJ,540,639.9
10TIJ Ensenada,50C1K,Septiembre TIJ,50,59.25
10TIJ Ensenada,50CRX,Camino Real TIJ,200,237
10TIJ Ensenada,50CVE,Ejercito TIJ,50,59.25
10TIJ Ensenada,50CXE,Cedro TIJ,50,59.25
10TIJ Ensenada,50CY8,Villa Colonial TIJ,50,59.25
10TIJ Ensenada,50CYT,Constituyentes TIJ,150,177.75
10TIJ Ensenada,50D0I,Surtidora TIJ,100,118.5
10TIJ Ensenada,50DMI,Babilonia TIJ,200,237
10TIJ Ensenada,50DNL,Alisitos TIJ,1440,1706.4
10TIJ Ensenada,50DOR,Valle Dorado TIJ,200,237
10TIJ Ensenada,50DRL,Paseos del Real TIJ,350,414.75
10TIJ Ensenada,50DVB,Juridicos TIJ,100,118.5
10TIJ Ensenada,50DVD,Gallardo TIJ,50,59.25
10TIJ Ensenada,50E2W,Chulavista TIJ,100,118.5
10TIJ Ensenada,50EOX,Argon TIJ,180,213.3
10TIJ Ensenada,50EPN,Estancia TIJ,100,118.5
10TIJ Ensenada,50ERH,ESTADO 29 TIJ,50,59.25
10TIJ Ensenada,50EYI,Vista Hermosa TIJ,1200,1422
10TIJ Ensenada,50EYN,Pabellon TIJ,200,237
10TIJ Ensenada,50EZH,Arce TIJ,50,59.25
10TIJ Ensenada,50FMZ,Famosa TIJ,150,177.75
10TIJ Ensenada,50FO8,Hisense TIJ,200,237
10TIJ Ensenada,50FPB,Cemex TIJ,250,296.25
10TIJ Ensenada,50FPF,Periferico TIJ,300,355.5
10TIJ Ensenada,50FRT,Villa Floresta TIJ,150,177.75
10TIJ Ensenada,50FYV,Bahia TIJ,50,59.25
10TIJ Ensenada,50G9Y,Nectar TIJ,50,59.25
10TIJ Ensenada,50GGW,San Vicente TIJ,50,59.25
10TIJ Ensenada,50GGY,San Juan TIJ,250,296.25
10TIJ Ensenada,50GJL,De las Minas TIJ,100,118.5
10TIJ Ensenada,50GKN,Nueva Cali TIJ,50,59.25
10TIJ Ensenada,50GNK,Ignacio Allende TIJ,350,414.75
10TIJ Ensenada,50GRY,Arroyo TIJ,400,474
10TIJ Ensenada,50GWX,Alameda TIJ,50,59.25
10TIJ Ensenada,50GYE,Playa Hermosa TIJ,100,118.5
10TIJ Ensenada,50HRZ,Jose Haroz TIJ,100,118.5
10TIJ Ensenada,50HXW,Del Mar TIJ,50,59.25
10TIJ Ensenada,50IAP,Primo Tapia TIJ,270,319.95
10TIJ Ensenada,50JE5,Gomez Morin TIJ,50,59.25
10TIJ Ensenada,50JGK,Galeon TIJ,100,118.5
10TIJ Ensenada,50KFY,Del Puerto TIJ,50,59.25
10TIJ Ensenada,50KUG,Campo Militar TIJ,50,59.25
10TIJ Ensenada,50KUX,Marineros TIJ,100,118.5
10TIJ Ensenada,50KVT,CFE TIJ,50,59.25
10TIJ Ensenada,50L56,Aseguradores TIJ,100,118.5
10TIJ Ensenada,50LHZ,Lienzo Charro TIJ,300,355.5
10TIJ Ensenada,50LMW,Lomitas TIJ,50,59.25
10TIJ Ensenada,50LOY,Loyola TIJ,150,177.75
10TIJ Ensenada,50LUB,Lucio Blanco TIJ,50,59.25
10TIJ Ensenada,50MGP,Kennedy TIJ,250,296.25
10TIJ Ensenada,50MNK,Mina TIJ,100,118.5
10TIJ Ensenada,50MPF,Macheros TIJ,100,118.5
10TIJ Ensenada,50MQQ,Mexico TIJ,50,59.25
10TIJ Ensenada,50MZT,Mazatlan TIJ,100,118.5
10TIJ Ensenada,50N9C,Coyoacan TIJ,100,118.5
10TIJ Ensenada,50NCK,Nacionalista TIJ,150,177.75
10TIJ Ensenada,50NHY,Las Tejas TIJ,50,59.25
10TIJ Ensenada,50NIX,Novena TIJ,50,59.25
10TIJ Ensenada,50NKT,Atuneras TIJ,180,213.3
10TIJ Ensenada,50NRM,Los Panchos TIJ,100,118.5
10TIJ Ensenada,50O7D,Acapulco TIJ,100,118.5
10TIJ Ensenada,50OT0,Shanghai TIJ,100,118.5
10TIJ Ensenada,50PD8,Murillo TIJ,100,118.5
10TIJ Ensenada,50PKP,Arcoiris TIJ,100,118.5
10TIJ Ensenada,50PMD,Moderna TIJ,405,479.925
10TIJ Ensenada,50POJ,Puerto Nuevo TIJ,90,106.65
10TIJ Ensenada,50POR,Porticos del Mar TIJ,100,118.5
10TIJ Ensenada,50QBG,Montes TIJ,200,237
10TIJ Ensenada,50QJU,Diego Esquivel TIJ,150,177.75
10TIJ Ensenada,50QUK,Cristal TIJ,45,53.325
10TIJ Ensenada,50QWC,Bufadora TIJ,450,533.25
10TIJ Ensenada,50QWO,Maneadero TIJ,50,59.25
10TIJ Ensenada,50R0Q,Atlas TIJ,200,237
10TIJ Ensenada,50RI6,Baja TIJ,200,237
10TIJ Ensenada,50RWW,Real del Mar TIJ,855,1013.175
10TIJ Ensenada,50SBR,Arenas TIJ,50,59.25
10TIJ Ensenada,50SFG,Turquesa TIJ,100,118.5
10TIJ Ensenada,50SKK,Scenic Road TIJ,350,414.75
10TIJ Ensenada,50SP3,Malasia TIJ,150,177.75
10TIJ Ensenada,50SRM,Empleados TIJ,50,59.25
10TIJ Ensenada,50SXB,Fresno TIJ,200,237
10TIJ Ensenada,50SXH,Yuca TIJ,200,237
10TIJ Ensenada,50SXQ,Los Encinos TIJ,250,296.25
10TIJ Ensenada,50SYP,Acantilados TIJ,45,53.325
10TIJ Ensenada,50SZL,El Sauzal TIJ,45,53.325
10TIJ Ensenada,50T9F,Huacatay TIJ,50,59.25
10TIJ Ensenada,50TCH,Colinas del Sauzal TIJ,200,237
10TIJ Ensenada,50TCZ,Cortez TIJ,150,177.75
10TIJ Ensenada,50TDL,Delante TIJ,300,355.5
10TIJ Ensenada,50TFC,Alta Tension TIJ,150,177.75
10TIJ Ensenada,50TGR,Rosarito II TIJ,100,118.5
10TIJ Ensenada,50TTP,Costa Bella TIJ,150,177.75
10TIJ Ensenada,50TUJ,Jersey TIJ,50,59.25
10TIJ Ensenada,50UER,Guerrero TIJ,50,59.25
10TIJ Ensenada,50UJR,Malibu TIJ,1350,1599.75
10TIJ Ensenada,50UOB,Terranova TIJ,50,59.25
10TIJ Ensenada,50UZU,Iturbide TIJ,100,118.5
10TIJ Ensenada,50VBW,El Nido TIJ,135,159.975
10TIJ Ensenada,50VPN,Gastelum TIJ,450,533.25
10TIJ Ensenada,50VVL,Onceava TIJ,100,118.5
10TIJ Ensenada,50VWY,Isesalud TIJ,50,59.25
10TIJ Ensenada,50VXA,PraderasdelCipresTIJ,50,59.25
10TIJ Ensenada,50VYX,Tornado TIJ,50,59.25
10TIJ Ensenada,50WIC,Camalu TIJ,50,59.25
10TIJ Ensenada,50WXN,Popotla TIJ,550,651.75
10TIJ Ensenada,50WZE,Zertuche TIJ,50,59.25
10TIJ Ensenada,50XEY,Del Rey TIJ,50,59.25
10TIJ Ensenada,50XFB,El Roble TIJ,50,59.25
10TIJ Ensenada,50XJJ,Granada TIJ,50,59.25
10TIJ Ensenada,50XMA,Colonet TIJ,50,59.25
10TIJ Ensenada,50XMT,Indio TIJ,100,118.5
10TIJ Ensenada,50XYY,El Gallo TIJ,250,296.25
10TIJ Ensenada,50YCB,Fender TIJ,350,414.75
10TIJ Ensenada,50YES,Cam.de Los Reyes TIJ,150,177.75
10TIJ Ensenada,50YKJ,Salina TIJ,810,959.85
10TIJ Ensenada,50YNV,Berilo TIJ,200,237
10TIJ Ensenada,50YUM,Yumanos TIJ,50,59.25
10TIJ Ensenada,50YXA,Esmeralda TIJ,50,59.25
10TIJ Ensenada,50YZU,ISSSTE TIJ,50,59.25
10TIJ Ensenada,50ZBH,Villa Bonita TIJ,300,355.5
10TIJ Ensenada,50ZCK,La Bodega TIJ,750,888.75
10TIJ Ensenada,50ZDD,Avila Primera TIJ,990,1173.15
10TIJ Ensenada,50ZEX,De la Guarda TIJ,100,118.5
10TIJ Ensenada,50ZVH,Nueva Ensenada TIJ,225,266.625
10TIJ Ensenada,50ZX5,Escenica TIJ,50,59.25
10TIJ Ensenada,50ZXD,Marina TIJ,1080,1279.8
10TIJ Ensenada,50ZXS,Lopez Mateos TIJ,1035,1226.475
10TIJ Ensenada,50ZYY,Avila Ruiz TIJ,50,59.25
10TIJ Playas,500A4,Escutia TIJ,50,59.25
10TIJ Playas,50180,Amatista TIJ,100,118.5
10TIJ Playas,503KA,1ro De Mayo TIJ,50,59.25
10TIJ Playas,503X3,Padilla TIJ,150,177.75
10TIJ Playas,5045W,Toriz TIJ,100,118.5
10TIJ Playas,504QT,Laja TIJ,50,59.25
10TIJ Playas,5054M,Albino TIJ,50,59.25
10TIJ Playas,506HY,Los Cabos TIJ,50,59.25
10TIJ Playas,5077B,Columbus TIJ,45,53.325
10TIJ Playas,507TZ,Agata TIJ,100,118.5
10TIJ Playas,507VR,Alacran TIJ,100,118.5
10TIJ Playas,507W5,Culiacan TIJ,50,59.25
10TIJ Playas,5089T,Quetzalcoatl TIJ,150,177.75
10TIJ Playas,508IK,Suarez TIJ,50,59.25
10TIJ Playas,508UZ,Sisneagas TIJ,50,59.25
10TIJ Playas,509AF,Jupiter TIJ,450,533.25
10TIJ Playas,509GW,Peral TIJ,300,355.5
10TIJ Playas,509PV,Oporto TIJ,350,414.75
10TIJ Playas,509R5,Gonzalez TIJ,50,59.25
10TIJ Playas,50A6P,Tizoc TIJ,300,355.5
10TIJ Playas,50A9C,Verdad TIJ,150,177.75
10TIJ Playas,50AKO,Chihuahua TIJ,315,373.275
10TIJ Playas,50AMP,Ocampo TIJ,135,159.975
10TIJ Playas,50ANT,San Antonio TIJ,850,1007.25
10TIJ Playas,50BRA,Libramiento TIJ,180,213.3
10TIJ Playas,50C47,Eucalipto TIJ,50,59.25
10TIJ Playas,50CGA,Careaga TIJ,200,237
10TIJ Playas,50COS,Costa Azul TIJ,720,853.2
10TIJ Playas,50CV3,Chaparral TIJ,405,479.925
10TIJ Playas,50CWS,Caoba II TIJ,50,59.25
10TIJ Playas,50D42,Heraclio Bernal TIJ,150,177.75
10TIJ Playas,50D65,Malibat TIJ,50,59.25
10TIJ Playas,50D78,Easy Park TIJ,945,1119.825
10TIJ Playas,50DAL,Hidalgo TIJ,90,106.65
10TIJ Playas,50DP0,Argentina TIJ,50,59.25
10TIJ Playas,50DXS,Transpeninsular TIJ,50,59.25
10TIJ Playas,50ENS,Ensenada TIJ,90,106.65
10TIJ Playas,50FGP,Porticos TIJ,1050,1244.25
10TIJ Playas,50FJX,Lupita II TIJ,100,118.5
10TIJ Playas,50FUO,Alcala TIJ,135,159.975
10TIJ Playas,50GEE,Paseo Playas TIJ,45,53.325
10TIJ Playas,50GLI,La Gloria TIJ,50,59.25
10TIJ Playas,50GSB,Balarezo TIJ,45,53.325
10TIJ Playas,50HFD,Fe TIJ,50,59.25
10TIJ Playas,50HNB,El Mirador TIJ,225,266.625
10TIJ Playas,50HOX,Lincoln TIJ,180,213.3
10TIJ Playas,50HYH,La Marque TIJ,100,118.5
10TIJ Playas,50I1J,Turin TIJ,450,533.25
10TIJ Playas,50IGF,Martires TIJ,100,118.5
10TIJ Playas,50ITT,Pluvial TIJ,300,355.5
10TIJ Playas,50IWT,Mercado La Fe TIJ,50,59.25
10TIJ Playas,50IXP,Independencia TIJ,200,237
10TIJ Playas,50JAN,Jardin TIJ,50,59.25
10TIJ Playas,50JFQ,Alfa TIJ,150,177.75
10TIJ Playas,50JLD,Rayon TIJ,50,59.25
10TIJ Playas,50JPW,Papo TIJ,135,159.975
10TIJ Playas,50JQA,Jazmines TIJ,50,59.25
10TIJ Playas,50JUX,Gaona TIJ,200,237
10TIJ Playas,50JXM,Olimpo TIJ,250,296.25
10TIJ Playas,50JYK,Isla TIJ,50,59.25
10TIJ Playas,50KHO,Cacho TIJ,540,639.9
10TIJ Playas,50KLF,La Perla TIJ,90,106.65
10TIJ Playas,50KTE,Tecolote TIJ,100,118.5
10TIJ Playas,50KZQ,Costa Dorada TIJ,250,296.25
10TIJ Playas,50LBU,Tenoch TIJ,50,59.25
10TIJ Playas,50LKK,El Rosario TIJ,45,53.325
10TIJ Playas,50M5S,Malinche TIJ,675,799.875
10TIJ Playas,50MIS,Mision TIJ,150,177.75
10TIJ Playas,50NB1,Parque Mexico TIJ,50,59.25
10TIJ Playas,50NCY,Nacional TIJ,50,59.25
10TIJ Playas,50O21,Parque Azteca TIJ,150,177.75
10TIJ Playas,50OB6,Zaragoza TIJ,900,1066.5
10TIJ Playas,50OBE,Obrera TIJ,50,59.25
10TIJ Playas,50ODR,Del Rocio TIJ,270,319.95
10TIJ Playas,50OFV,Francisco Villa TIJ,200,237
10TIJ Playas,50OQL,Plateado TIJ,225,266.625
10TIJ Playas,50OQY,Grijalva TIJ,720,853.2
10TIJ Playas,50OTO,Altos II TIJ,100,118.5
10TIJ Playas,50OUJ,Cortijo TIJ,45,53.325
10TIJ Playas,50OUO,Robins TIJ,270,319.95
10TIJ Playas,50PED,Pedregal TIJ,180,213.3
10TIJ Playas,50PJH,Picacho TIJ,225,266.625
10TIJ Playas,50PLY,Playas TIJ,45,53.325
10TIJ Playas,50Q5B,Chuchuma TIJ,50,59.25
10TIJ Playas,50QFX,Cuarzo TIJ,50,59.25
10TIJ Playas,50QLS,Milenio TIJ,50,59.25
10TIJ Playas,50QWB,Castillo TIJ,550,651.75
10TIJ Playas,50QXX,Santa Fe TIJ,200,237
10TIJ Playas,50QZC,Zona Norte TIJ,180,213.3
10TIJ Playas,50RON,Coronado TIJ,180,213.3
10TIJ Playas,50RUY,Revolucion TIJ,450,533.25
10TIJ Playas,50SDM,Lagunas TIJ,150,177.75
10TIJ Playas,50SHD,Estela TIJ,405,479.925
10TIJ Playas,50SKT,Santa Clara TIJ,150,177.75
10TIJ Playas,50SKV,Rocha TIJ,270,319.95
10TIJ Playas,50SVZ,Sexta TIJ,225,266.625
10TIJ Playas,50SYE,Monterrey TIJ,45,53.325
10TIJ Playas,50T7N,Chapala TIJ,50,59.25
10TIJ Playas,50TF1,Agrarios TIJ,50,59.25
10TIJ Playas,50TLT,Los Altos TIJ,250,296.25
10TIJ Playas,50TTR,Toreo TIJ,540,639.9
10TIJ Playas,50TVC,Guillen TIJ,300,355.5
10TIJ Playas,50TVJ,Benito Juarez TIJ,405,479.925
10TIJ Playas,50V89,Iris TIJ,50,59.25
10TIJ Playas,50VCK,Vallecitos TIJ,400,474
10TIJ Playas,50VJH,Villalta TIJ,150,177.75
10TIJ Playas,50WLZ,Morelos TIJ,250,296.25
10TIJ Playas,50XHU,Turista TIJ,90,106.65
10TIJ Playas,50XKF,Catalina TIJ,45,53.325
10TIJ Playas,50XKY,Tamayo TIJ,225,266.625
10TIJ Playas,50XQQ,Tita TIJ,585,693.225
10TIJ Playas,50YAQ,EL DESCANSO TIJ,50,59.25
10TIJ Playas,50YJB,La Joya TIJ,350,414.75
10TIJ Playas,50YJC,Panamericano TIJ,250,296.25
10TIJ Playas,50YK7,San Jose TIJ,50,59.25
10TIJ Playas,50ZDP,Abelardo TIJ,495,586.575
10TIJ Playas,50ZJJ,Allende TIJ,100,118.5
10TIJ Playas,50ZVD,Monumental TIJ,45,53.325
10TIJ Playas,50ZXR,Herradura TIJ,45,53.325
10TIJ Playas,50ZYO,Zona Rio TIJ,135,159.975
10TIJ Tijuana Centro,500AE,Jacobo TIJ,360,426.6
10TIJ Tijuana Centro,501QZ,Sentri TIJ,675,799.875
10TIJ Tijuana Centro,501ZP,Ejidatarios TIJ,100,118.5
10TIJ Tijuana Centro,5022L,Durazno TIJ,150,177.75
10TIJ Tijuana Centro,5031P,Diaz TIJ,100,118.5
10TIJ Tijuana Centro,5035A,Diez de Mayo,50,59.25
10TIJ Tijuana Centro,5035K,Olivares TIJ,50,59.25
10TIJ Tijuana Centro,5048W,De la Plata TIJ,100,118.5
10TIJ Tijuana Centro,5053O,Compuertas TIJ,150,177.75
10TIJ Tijuana Centro,505UD,Evaristo TIJ,180,213.3
10TIJ Tijuana Centro,5076L,Pericue TIJ,100,118.5
10TIJ Tijuana Centro,5085K,Santa Isabel TIJ,45,53.325
10TIJ Tijuana Centro,508JO,Rancho Viejo TIJ,400,474
10TIJ Tijuana Centro,5090I,Olachea TIJ,50,59.25
10TIJ Tijuana Centro,509GF,Y Griega TIJ,50,59.25
10TIJ Tijuana Centro,509L5,Marsella TIJ,50,59.25
10TIJ Tijuana Centro,509Y0,Carlota TIJ,100,118.5
10TIJ Tijuana Centro,50ABR,Alba Roja TIJ,135,159.975
10TIJ Tijuana Centro,50ALI,California TIJ,135,159.975
10TIJ Tijuana Centro,50ALS,Alamos TIJ,500,592.5
10TIJ Tijuana Centro,50ALZ,Villas de AlcazarTIJ,100,118.5
10TIJ Tijuana Centro,50AM3,Morse TIJ,100,118.5
10TIJ Tijuana Centro,50ATV,Alta Brisa TIJ,90,106.65
10TIJ Tijuana Centro,50B5O,Dorian TIJ,90,106.65
10TIJ Tijuana Centro,50BAT,Bellas Artes TIJ,90,106.65
10TIJ Tijuana Centro,50CFT,Comonfort TIJ,50,59.25
10TIJ Tijuana Centro,50CKO,Buena Vista TIJ,360,426.6
10TIJ Tijuana Centro,50CNO,Juan Ojeda TIJ,100,118.5
10TIJ Tijuana Centro,50CQF,Aviles TIJ,360,426.6
10TIJ Tijuana Centro,50CWV,Cordova TIJ,50,59.25
10TIJ Tijuana Centro,50CZ6,Berenjenos TIJ,100,118.5
10TIJ Tijuana Centro,50D7T,Terminal Aerea TIJ,315,373.275
10TIJ Tijuana Centro,50DI8,Datileros TIJ,45,53.325
10TIJ Tijuana Centro,50DQL,Lomas Verdes TIJ,100,118.5
10TIJ Tijuana Centro,50DUL,Modulos TIJ,200,237
10TIJ Tijuana Centro,50EKA,Tijuana TIJ,180,213.3
10TIJ Tijuana Centro,50EKG,Bolivia TIJ,100,118.5
10TIJ Tijuana Centro,50ERR,Ferrocarril TIJ,200,237
10TIJ Tijuana Centro,50EVA,Breva TIJ,800,948
10TIJ Tijuana Centro,50EWS,Campos TIJ,200,237
10TIJ Tijuana Centro,50EWU,Del Arbusto TIJ,100,118.5
10TIJ Tijuana Centro,50EZR,Finisterra TIJ,100,118.5
10TIJ Tijuana Centro,50F08,Rio Yaqui TIJ,50,59.25
10TIJ Tijuana Centro,50F5E,Guillermo Prieto TIJ,50,59.25
10TIJ Tijuana Centro,50FB4,Conquistadores TIJ,100,118.5
10TIJ Tijuana Centro,50FXF,Santa Elena TIJ,405,479.925
10TIJ Tijuana Centro,50GDT,Santa Barbara TIJ,405,479.925
10TIJ Tijuana Centro,50GHH,Chevigas TIJ,100,118.5
10TIJ Tijuana Centro,50GHN,Gran Hotel TIJ,675,799.875
10TIJ Tijuana Centro,50GHU,Nayarit TIJ,50,59.25
10TIJ Tijuana Centro,50GYZ,Girasol TIJ,100,118.5
10TIJ Tijuana Centro,50H7H,Sauco TIJ,50,59.25
10TIJ Tijuana Centro,50HDO,Hipodromo TIJ,765,906.525
10TIJ Tijuana Centro,50HHH,Lago TIJ,315,373.275
10TIJ Tijuana Centro,50HRV,Maritimo TIJ,50,59.25
10TIJ Tijuana Centro,50HS9,Moctezuma TIJ,100,118.5
10TIJ Tijuana Centro,50HTA,Sanchez Taboada TIJ,200,237
10TIJ Tijuana Centro,50HZM,Alamar TIJ,150,177.75
10TIJ Tijuana Centro,50IHX,Ruiz Cortinez TIJ,855,1013.175
10TIJ Tijuana Centro,50ITN,Insurgentes TIJ,100,118.5
10TIJ Tijuana Centro,50J1Q,Mesetas TIJ,50,59.25
10TIJ Tijuana Centro,50JHF,Mujica TIJ,360,426.6
10TIJ Tijuana Centro,50JLB,Omega TIJ,250,296.25
10TIJ Tijuana Centro,50JON,Valle Vista TIJ,200,237
10TIJ Tijuana Centro,50JOW,Siete TIJ,150,177.75
10TIJ Tijuana Centro,50JQJ,Jauja TIJ,750,888.75
10TIJ Tijuana Centro,50JXC,Jalisco TIJ,50,59.25
10TIJ Tijuana Centro,50KEM,Emperadores TIJ,50,59.25
10TIJ Tijuana Centro,50KJL,San Luis TIJ,50,59.25
10TIJ Tijuana Centro,50KM1,Olivos TIJ,150,177.75
10TIJ Tijuana Centro,50KNK,Panasonic TIJ,200,237
10TIJ Tijuana Centro,50KUB,Mexico Lindo TIJ,50,59.25
10TIJ Tijuana Centro,50KUD,Sinaloa TIJ,50,59.25
10TIJ Tijuana Centro,50L9P,Baja California TIJ,300,355.5
10TIJ Tijuana Centro,50LCF,Fabiola TIJ,135,159.975
10TIJ Tijuana Centro,50LWW,Silva TIJ,150,177.75
10TIJ Tijuana Centro,50MFL,Miguel Aleman TIJ,100,118.5
10TIJ Tijuana Centro,50MJT,Suchiate TIJ,150,177.75
10TIJ Tijuana Centro,50MLF,Montebello TIJ,50,59.25
10TIJ Tijuana Centro,50MX7,Altata TIJ,50,59.25
10TIJ Tijuana Centro,50NQP,Peninsula TIJ,50,59.25
10TIJ Tijuana Centro,50NRQ,Cruz Roja TIJ,200,237
10TIJ Tijuana Centro,50O4K,Generacion 2000 TIJ,50,59.25
10TIJ Tijuana Centro,50OG1,Caspio TIJ,50,59.25
10TIJ Tijuana Centro,50OKV,Oviedo TIJ,45,53.325
10TIJ Tijuana Centro,50OLR,Los Reyes TIJ,50,59.25
10TIJ Tijuana Centro,50OQN,Ermita Norte TIJ,100,118.5
10TIJ Tijuana Centro,50OUP,Poniente TIJ,50,59.25
10TIJ Tijuana Centro,50P8D,Fernandez TIJ,50,59.25
10TIJ Tijuana Centro,50PK1,El Mexicano TIJ,50,59.25
10TIJ Tijuana Centro,50PNS,Pinos TIJ,150,177.75
10TIJ Tijuana Centro,50QFZ,SONOITA TIJ,450,533.25
10TIJ Tijuana Centro,50QUV,Placita TIJ,50,59.25
10TIJ Tijuana Centro,50QVK,Volcanes TIJ,150,177.75
10TIJ Tijuana Centro,50QXH,Maquiladora TIJ,100,118.5
10TIJ Tijuana Centro,50QXL,Toluca TIJ,150,177.75
10TIJ Tijuana Centro,50QYH,Cantabrica TIJ,150,177.75
10TIJ Tijuana Centro,50QYZ,Azuela TIJ,270,319.95
10TIJ Tijuana Centro,50R5S,Paseo del Rio TIJ,450,533.25
10TIJ Tijuana Centro,50R98,Las Flores TIJ,250,296.25
10TIJ Tijuana Centro,50RFR,Reforma TIJ,100,118.5
10TIJ Tijuana Centro,50RJS,Jars TIJ,50,59.25
10TIJ Tijuana Centro,50RMB,Plaza Quince TIJ,150,177.75
10TIJ Tijuana Centro,50RUX,Chapultepec TIJ,495,586.575
10TIJ Tijuana Centro,50RUZ,Cecena TIJ,675,799.875
10TIJ Tijuana Centro,50RZS,Terrazas TIJ,50,59.25
10TIJ Tijuana Centro,50S2I,CBX TIJ,315,373.275
10TIJ Tijuana Centro,50SMK,Militar TIJ,45,53.325
10TIJ Tijuana Centro,50SYD,Cascadas TIJ,150,177.75
10TIJ Tijuana Centro,50T7F,Claveles TIJ,50,59.25
10TIJ Tijuana Centro,50TAY,Otay TIJ,50,59.25
10TIJ Tijuana Centro,50TBH,Noriega TIJ,100,118.5
10TIJ Tijuana Centro,50TCJ,Caballero TIJ,135,159.975
10TIJ Tijuana Centro,50TEN,Tecnologico TIJ,765,906.525
10TIJ Tijuana Centro,50THI,Clouthier TIJ,200,237
10TIJ Tijuana Centro,50TLF,Villa Lomas TIJ,225,266.625
10TIJ Tijuana Centro,50TOP,Postal TIJ,135,159.975
10TIJ Tijuana Centro,50TOS,Santos TIJ,50,59.25
10TIJ Tijuana Centro,50TPR,Las Presas TIJ,50,59.25
10TIJ Tijuana Centro,50TWJ,Contreras TIJ,200,237
10TIJ Tijuana Centro,50U5M,Santander TIJ,100,118.5
10TIJ Tijuana Centro,50UAY,Guaycura TIJ,150,177.75
10TIJ Tijuana Centro,50UFF,Sandoval TIJ,50,59.25
10TIJ Tijuana Centro,50UGL,Parra TIJ,100,118.5
10TIJ Tijuana Centro,50UUJ,Parador TIJ,100,118.5
10TIJ Tijuana Centro,50V6T,Orquideas TIJ,50,59.25
10TIJ Tijuana Centro,50VDN,20 de Noviembre TIJ,135,159.975
10TIJ Tijuana Centro,50VVD,Beny TIJ,50,59.25
10TIJ Tijuana Centro,50WAB,Las Palomas TIJ,50,59.25
10TIJ Tijuana Centro,50WFP,Del Padre TIJ,135,159.975
10TIJ Tijuana Centro,50WIM,Halcones TIJ,150,177.75
10TIJ Tijuana Centro,50XEE,Corregidora TIJ,315,373.275
10TIJ Tijuana Centro,50XKA,Clinica 20 TIJ,150,177.75
10TIJ Tijuana Centro,50XRY,Espectacular TIJ,765,906.525
10TIJ Tijuana Centro,50XYR,Canaco TIJ,855,1013.175
10TIJ Tijuana Centro,50Y4E,Haitianos TIJ,200,237
10TIJ Tijuana Centro,50YKG,Gobierno TIJ,180,213.3
10TIJ Tijuana Centro,50YPX,San Pedro TIJ,50,59.25
10TIJ Tijuana Centro,50YWV,Gayuba TIJ,50,59.25
10TIJ Tijuana Centro,50Z4W,Sor Juana TIJ,350,414.75
10TIJ Tijuana Centro,50ZCG,Amistad TIJ,200,237
10TIJ Tijuana Centro,50ZCH,Salmon TIJ,450,533.25
10TIJ Tijuana Centro,50ZKY,Americana TIJ,50,59.25
10TIJ Tijuana Centro,50ZWW,Garita TIJ,180,213.3
